gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name	tmd_length_median	tmd_length_std	tmd_length_min	tmd_length_max	relative_position_std	first_tmd_position	last_tmd_position	tmd_density	tmd_aa_fraction	mean_tmd_gap	max_tmd_gap	protein_hydrophobicity_mean	protein_aromatic_fraction	protein_positive_fraction	protein_negative_fraction	protein_KR_fraction	protein_DE_fraction	protein_charge_balance_pos_minus_neg	tmd_hydrophobicity_mean	tmd_hydrophobicity_std	tmd_hydrophobicity_min	tmd_hydrophobicity_max	tmd_aromatic_fraction_mean	tmd_aromatic_fraction_std	tmd_positive_fraction_mean	tmd_positive_fraction_std	tmd_negative_fraction_mean	tmd_negative_fraction_std	tmd_charge_balance_mean	tmd_charge_balance_std	uniprot_accession	alphafold_available	af_n_residues	af_plddt_mean	af_plddt_median	af_plddt_std	af_plddt_min	af_plddt_max	af_frac_plddt_gt90	af_frac_plddt_70_90	af_frac_plddt_50_70	af_frac_plddt_lt50	af_radius_of_gyration	af_max_dimension	af_compactness_rg_per_residue	af_compactness_dmax_per_residue
AI5_ALPHA	630	10	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	20.9	0.55	0.1	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}. Membrane {ECO:0000255, ECO:0000305}; Multi-pass membrane protein {ECO:0000255, ECO:0000305}.	Intron-encoded DNA endonuclease aI5 alpha (DNA endonuclease I-SceIV) [Cleaved into: Truncated non-functional cytochrome oxidase 1; DNA endonuclease aI5 alpha (EC 3.1.-.-) (Intron-encoded endonuclease I-SceIV)]	SCE4_YEAST	21.0	0.3	20.0	21.0	0.2872281323269014	0.1	1.0	0.0158730158730158	0.3317460317460317	28.77777777777778	91.0	0.2947619047619048	0.1333333333333333	0.1126984126984127	0.0476190476190476	0.0888888888888888	0.0476190476190476	0.065079365079365	1.6803809523809523	0.5115334112636263	0.6799999999999999	2.5047619047619043	0.1535714285714285	0.064867298694406	0.029047619047619	0.0326077491728952	0.024047619047619	0.0240570467139804	0.005	0.0398188927230162	Q9ZZX1	1	630.0	86.32222222222222	94.53	19.08204823657561	26.83	98.69	0.692063492063492	0.165079365079365	0.0285714285714285	0.1142857142857142	35.20873176373304	107.29762566338547	0.0558868758154492	0.1703136915291833
AIF1	378	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	19.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Nucleus {ECO:0000269|PubMed:15381687}. Note=Translocates from mitochondrion to the nucleus upon apoptosis induction.	Apoptosis-inducing factor 1 (EC 1.-.-.-) (Cercosporin and photosensitizer-detoxification protein 1)	AIF1_YEAST	19.0	0.0	19.0	19.0	0.0	1.0	1.0	0.0026455026455026	0.0502645502645502	0.0	0.0	-0.0333333333333333	0.0952380952380952	0.1269841269841269	0.1137566137566137	0.1137566137566137	0.1137566137566137	0.0132275132275132	1.3894736842105266	0.0	1.3894736842105266	1.3894736842105266	0.1052631578947368	0.0	0.0526315789473684	0.0	0.0	0.0	0.0526315789473684	0.0	P52923	1	378.0	94.61320105820106	96.69	5.89646738173919	49.12	98.88	0.8624338624338624	0.1269841269841269	0.0079365079365079	0.0026455026455026	21.497103805837373	72.12104536818639	0.0568706449889877	0.1907964163179534
AIM11	137	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20.5	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Altered inheritance of mitochondria protein 11 (Genetic interactor of prohibitins 8)	AIM11_YEAST	20.5	2.5	18.0	23.0	0.25	0.5	1.0	0.0145985401459854	0.2992700729927007	28.0	28.0	-0.2291970802919707	0.1094890510948905	0.145985401459854	0.1021897810218978	0.145985401459854	0.1021897810218978	0.0437956204379561	1.2322463768115943	0.1155797101449276	1.1166666666666667	1.347826086956522	0.1642512077294686	0.0531400966183574	0.0555555555555555	0.0555555555555555	0.0	0.0	0.0555555555555555	0.0555555555555555	P87275	1	137.0	82.71722627737225	85.44	13.646796459987648	40.47	97.38	0.3503649635036496	0.4890510948905109	0.1021897810218978	0.0583941605839416	27.505996786532503	88.91808039425953	0.2007736991717701	0.6490370831697776
AIM14	570	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Probable metalloreductase AIM14 (EC 1.16.1.-) (Altered inheritance of mitochondria protein 14)	AIM14_YEAST	21.0	0.0	21.0	21.0	0.282842712474619	0.2	1.0	0.0087719298245614	0.1842105263157894	67.25	176.0	-0.0403508771929825	0.1298245614035087	0.131578947368421	0.087719298245614	0.1035087719298245	0.087719298245614	0.043859649122807	1.8057142857142856	0.3810880710725964	1.4666666666666668	2.5000000000000004	0.1904761904761904	0.0521640530957301	0.0666666666666666	0.038095238095238	0.019047619047619	0.038095238095238	0.0476190476190476	0.0425917709999959	P53109	1	570.0	79.72098245614035	88.94	21.543097313102344	24.34	98.06	0.475438596491228	0.3175438596491228	0.0596491228070175	0.1473684210526315	28.614377716954422	123.89256880862548	0.0502006626613235	0.2173553838747815
AIM19	157	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	17.25	0.625	0.25	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.	Altered inheritance of mitochondria protein 19, mitochondrial	AIM19_YEAST	17.0	0.4330127018922193	17.0	18.0	0.2795084971874737	0.25	1.0	0.0254777070063694	0.4394904458598726	16.0	31.0	0.2057324840764331	0.1146496815286624	0.0955414012738853	0.0445859872611464	0.0955414012738853	0.0445859872611464	0.0509554140127388	1.232516339869281	0.1032073278942818	1.111764705882353	1.3941176470588237	0.1462418300653594	0.0668688063877137	0.0	0.0	0.0	0.0	0.0	0.0	P40502	1	157.0	60.32630573248407	59.72	9.234386325630211	39.5	82.19	0.0	0.1273885350318471	0.7261146496815286	0.1464968152866242	21.9078322176405	84.01752599309266	0.1395403325964363	0.5351434776630106
AIM20	204	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}.	Altered inheritance of mitochondria protein 20	AIM20_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.0049019607843137	0.1029411764705882	0.0	0.0	-0.4877450980392157	0.0833333333333333	0.1372549019607843	0.1274509803921568	0.1274509803921568	0.1274509803921568	0.0098039215686274	2.5619047619047612	0.0	2.5619047619047612	2.5619047619047612	0.0476190476190476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	P40451	1	204.0	61.87382352941176	59.2	17.136144522794883	35.69	96.81	0.0931372549019607	0.2058823529411764	0.4117647058823529	0.2892156862745098	32.492340500596434	114.89748847124554	0.1592761789244923	0.563222982702184
AIM26	118	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:19793921}; Multi-pass membrane protein {ECO:0000269|PubMed:19793921}.	Altered inheritance of mitochondria protein 26, mitochondrial	AIM26_YEAST	21.0	0.0	21.0	21.0	0.2721655269759087	0.3333333333333333	1.0	0.0254237288135593	0.5338983050847458	24.5	36.0	0.6	0.1271186440677966	0.1101694915254237	0.0254237288135593	0.0932203389830508	0.0254237288135593	0.0847457627118644	1.4555555555555555	0.1651556600250102	1.2380952380952384	1.6380952380952385	0.1587301587301587	0.1122391716169122	0.0476190476190476	0.0388807895679869	0.0317460317460317	0.0224478343233824	0.0158730158730158	0.0448956686467649	P32858	1	118.0	35.21661016949153	35.25	5.540006152529623	22.88	50.88	0.0	0.0	0.0084745762711864	0.9915254237288136	17.61466055969762	63.82410006416072	0.1492767844042171	0.5408822039335655
AIM33	312	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized oxidoreductase AIM33 (EC 1.-.-.-) (Altered inheritance of mitochondria protein 33)	AIM33_YEAST	21.0	0.0	21.0	21.0	0.2721655269759087	0.3333333333333333	1.0	0.0096153846153846	0.2019230769230769	61.5	117.0	-0.1217948717948718	0.1185897435897435	0.1474358974358974	0.0961538461538461	0.1121794871794871	0.0961538461538461	0.0512820512820512	1.5857142857142856	0.493234653365336	1.1142857142857143	2.2666666666666666	0.1428571428571428	0.1166423687039608	0.0	0.0	0.0158730158730158	0.0224478343233824	-0.0158730158730158	0.0224478343233824	Q04516	1	312.0	87.25564102564103	93.19	14.273348401446876	41.91	98.56	0.6634615384615384	0.1955128205128205	0.0993589743589743	0.0416666666666666	26.274447828530818	89.9003899713455	0.0842129738093936	0.2881422755491843
AIM34	198	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	16.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}.	Altered inheritance of mitochondria protein 34, mitochondrial	AIM34_YEAST	16.0	0.0	16.0	16.0	0.0	1.0	1.0	0.005050505050505	0.0808080808080808	0.0	0.0	-0.3954545454545455	0.0707070707070707	0.1969696969696969	0.0757575757575757	0.1616161616161616	0.0757575757575757	0.1212121212121212	1.8625	0.0	1.8625	1.8625	0.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Q03673	1	198.0	66.7939898989899	61.155	19.28426690964223	35.75	97.44	0.2323232323232323	0.1515151515151515	0.3838383838383838	0.2323232323232323	41.19758288105727	134.08837364216183	0.2080686004093801	0.6772140082937466
AIM36	255	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	19.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}.	Altered inheritance of mitochondria protein 36, mitochondrial (Found in mitochondrial proteome protein 39)	AIM36_YEAST	19.0	0.0	19.0	19.0	0.0	1.0	1.0	0.0039215686274509	0.0745098039215686	0.0	0.0	-0.2776470588235294	0.1019607843137254	0.1725490196078431	0.1176470588235294	0.1647058823529411	0.1176470588235294	0.0549019607843137	2.094736842105263	0.0	2.094736842105263	2.094736842105263	0.1052631578947368	0.0	0.0526315789473684	0.0	0.0	0.0	0.0526315789473684	0.0	Q03798	1	255.0	77.77780392156863	88.5	19.083871659864535	38.34	97.12	0.4705882352941176	0.2117647058823529	0.1686274509803921	0.1490196078431372	31.83539946965453	106.75055760978488	0.1248447038025667	0.4186296376854309
AIM39	395	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Altered inheritance of mitochondria protein 39, mitochondrial	AIM39_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.0025316455696202	0.0531645569620253	0.0	0.0	-0.5653164556962026	0.0911392405063291	0.1974683544303797	0.1139240506329113	0.1569620253164557	0.1139240506329113	0.0835443037974683	1.4999999999999998	0.0	1.4999999999999998	1.4999999999999998	0.238095238095238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Q08223	1	395.0	61.739772151898734	68.94	23.088495270851585	24.61	92.56	0.0481012658227848	0.4430379746835443	0.1341772151898734	0.3746835443037974	35.30724266888816	132.13506289399496	0.0893854244781978	0.3345191465670758
AKR1	764	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	20.333333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Early endosome membrane; Multi-pass membrane protein. Golgi apparatus membrane; Multi-pass membrane protein.	Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1)	AKR1_YEAST	21.0	1.1055415967851334	18.0	21.0	0.2846375212766555	0.1666666666666666	1.0	0.0078534031413612	0.1596858638743455	29.6	74.0	-0.0083769633507853	0.112565445026178	0.1112565445026178	0.112565445026178	0.0837696335078534	0.112565445026178	-0.0013089005235601	2.150462962962963	0.225866101843015	1.7285714285714284	2.371428571428571	0.2109788359788359	0.0621728300254286	0.0175925925925925	0.0249313185515486	0.0079365079365079	0.0177465712499983	0.0096560846560846	0.0348677349037729	P39010	1	764.0	82.62176701570681	94.69	23.45033929343309	22.62	98.75	0.6740837696335078	0.1086387434554973	0.0654450261780104	0.1518324607329843	32.6979575356941	125.57551618846723	0.0427983737378195	0.1643658588854283
AKR2	749	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Probable palmitoyltransferase AKR2 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR2)	AKR2_YEAST	21.0	0.0	21.0	21.0	0.2846375212766555	0.1666666666666666	1.0	0.0080106809078771	0.1682242990654205	27.0	76.0	0.0363150867823764	0.1241655540720961	0.1174899866488651	0.1014686248331108	0.0921228304405874	0.1014686248331108	0.0160213618157543	1.8333333333333333	0.4083408532788974	1.1952380952380952	2.452380952380952	0.2142857142857142	0.1091089451179961	0.0476190476190476	0.0388807895679869	0.0	0.0	0.0476190476190476	0.0388807895679869	Q12013	1	749.0	80.12113484646194	92.19	23.72424319693951	20.83	98.62	0.5700934579439252	0.1802403204272363	0.0934579439252336	0.1562082777036048	34.407574282547074	135.13845198906196	0.0459380163985942	0.180425169544809
